"employee_id","full_name","job_title","department","business_unit","gender","ethnicity","age","hire_date","annual_salary","bonus_percent","country","city","exit_date"
"E02211","Ezekiel Jenkins","Service Desk Analyst","It","Specialty Products","Male","Caucasian",63,"2000-04-11",99215,0,"United States","Seattle",NULL
"E02212","Christopher Wang","Cloud Infrastructure Architect","It","Manufacturing","Male","Asian",27,"2020-08-23",71502,0,"China","Chongqing",NULL
"E02213","Savannah Rodriguez","Director","Sales","Corporate","Female","Latino",30,"2022-11-18",168050,24,"Brazil","Manaus",NULL
"E02214","Lyla Turner","Sr. Manager","Sales","Specialty Products","Female","Caucasian",51,"2003-11-07",130862,12,"United States","Seattle",NULL
"E02215","Adrian Ngo","Enterprise Architect","It","Research & Development","Male","Asian",58,"2021-09-19",85716,0,"China","Chongqing",NULL
"E02216","Aria Juarez","Director","Finance","Corporate","Female","Latino",62,"2011-07-30",185026,24,"Brazil","Manaus",NULL
"E02217","Audrey Ramos","Vice President","Sales","Manufacturing","Female","Latino",27,"2021-12-09",182403,30,"Brazil","Sao Paulo",NULL
"E02218","Hazel Cho","Vice President","Accounting","Corporate","Female","Asian",63,"2004-08-12",193531,40,"China","Shanghai",NULL
"E02219","Iris Chung","Manager","It","Research & Development","Female","Asian",52,"2013-03-12",128301,6,"China","Beijing","2021-09-17"
"E02220","Thomas Rodriguez","Analyst","Finance","Manufacturing","Male","Latino",36,"2019-10-09",51669,0,"Brazil","Rio De Janeiro","2022-09-29"
"E02221","Avery Lo","Automation Engineer","Engineering","Research & Development","Female","Asian",47,"2001-01-26",104289,0,"United States","Seattle",NULL
"E02222","Gabriel Bell","Cloud Infrastructure Architect","It","Specialty Products","Male","Caucasian",27,"2021-03-21",70181,0,"United States","Phoenix",NULL
"E02223","Gianna Walker","Computer Systems Manager","It","Corporate","Female","Caucasian",45,"2021-03-23",92317,6,"United States","Austin",NULL
"E02224","Axel Bailey","Sr. Analyst","Marketing","Corporate","Male","Black",47,"2022-12-07",99382,0,"United States","Chicago",NULL
"E02225","Scarlett Green","Network Engineer","It","Specialty Products","Female","Caucasian",26,"2020-04-21",67702,0,"United States","Seattle",NULL
"E02226","Jackson Wong","Analyst Ii","Finance","Research & Development","Male","Asian",58,"2006-12-26",53133,0,"China","Chengdu",NULL
"E02227","Eva Jimenez","Operations Engineer","Engineering","Corporate","Female","Latino",60,"1998-04-13",110554,0,"Brazil","Sao Paulo",NULL
"E02228","Ian Ma","Manager","Finance","Corporate","Male","Asian",45,"2010-07-09",109221,9,"United States","Austin",NULL
"E02229","Luna Castro","It Systems Architect","It","Specialty Products","Female","Latino",45,"2007-02-01",88933,0,"United States","Columbus",NULL
"E02230","Nolan Brooks","Business Partner","Human Resources","Manufacturing","Male","Caucasian",40,"2014-11-08",49342,0,"United States","Seattle","2019-08-27"
"E02231","Jayden Jones","Cloud Infrastructure Architect","It","Manufacturing","Male","Caucasian",27,"2022-07-09",74587,0,"United States","Austin",NULL
"E02232","Asher Hsu","Sr. Analyst","Accounting","Manufacturing","Male","Asian",36,"2020-03-13",80757,0,"China","Chongqing",NULL
"E02233","Greyson Lim","Director","Finance","Corporate","Male","Asian",28,"2022-10-12",198662,25,"China","Beijing",NULL
"E02234","Chloe Miller","Sr. Manager","Marketing","Manufacturing","Female","Black",57,"2021-08-12",142506,11,"United States","Austin",NULL
"E02235","Jaxson Brooks","Network Architect","It","Manufacturing","Male","Black",57,"2022-07-15",77028,0,"United States","Seattle",NULL
"E02236","Jack Perez","Cloud Infrastructure Architect","It","Research & Development","Male","Latino",30,"2017-01-09",80389,0,"Brazil","Manaus","2017-09-10"
"E02237","Ruby Reed","Vice President","Engineering","Specialty Products","Female","Caucasian",26,"2022-01-23",92368,39,"United States","Miami",NULL
"E02238","Ivy Rojas","It Coordinator","It","Corporate","Female","Latino",53,"2013-01-08",52675,0,"Brazil","Manaus",NULL
"E02239","Hudson Wong","Sr. Account Representative","Sales","Manufacturing","Male","Asian",59,"2014-05-11",83365,0,"China","Chongqing",NULL
"E02240","Ryan Yi","Solutions Architect","It","Specialty Products","Male","Asian",56,"2003-08-17",82758,0,"United States","Seattle",NULL
"E02241","Carter Simmons","Manager","It","Corporate","Male","Caucasian",41,"2012-05-30",126406,10,"United States","Chicago",NULL
"E02242","Emilia Xu","Manager","Marketing","Corporate","Female","Asian",46,"2017-01-24",103147,6,"United States","Miami",NULL
"E02243","Adam Medina","It Systems Architect","It","Manufacturing","Male","Latino",49,"2020-10-04",81622,0,"United States","Chicago",NULL
"E02244","Connor Howard","Systems Analyst","It","Specialty Products","Male","Caucasian",42,"2021-03-15",44265,0,"United States","Austin","2022-06-27"
"E02245","Audrey Duong","Vice President","Sales","Specialty Products","Female","Asian",55,"1999-03-03",92368,34,"United States","Miami",NULL
"E02246","Landon Reyes","Director","It","Research & Development","Male","Latino",44,"2014-08-23",171823,27,"United States","Columbus",NULL
"E02247","Noah Ma","Vice President","Accounting","Manufacturing","Male","Asian",28,"2018-11-06",92368,31,"United States","Phoenix",NULL
"E02248","Lucas Alexander","Director","It","Manufacturing","Male","Black",41,"2013-09-20",192944,22,"United States","Miami",NULL
"E02249","Henry Vo","Controls Engineer","Engineering","Manufacturing","Male","Asian",60,"1996-09-13",81699,0,"China","Beijing",NULL
"E02250","Mila Han","Manager","Sales","Manufacturing","Female","Asian",54,"2009-11-14",128791,6,"United States","Miami",NULL
"E02251","Genesis Herrera","Manager","It","Research & Development","Female","Latino",34,"2015-10-03",126898,10,"Brazil","Manaus",NULL
"E02252","Olivia Vazquez","Network Engineer","It","Specialty Products","Female","Latino",53,"2020-04-13",93053,0,"Brazil","Sao Paulo",NULL
"E02253","Leilani Ng","Systems Analyst","It","Corporate","Female","Asian",48,"2011-09-19",50513,0,"United States","Seattle","2019-10-30"
"E02254","Olivia Mendoza","Sr. Account Representative","Sales","Corporate","Female","Latino",43,"2017-05-07",86533,0,"United States","Columbus",NULL
"E02255","Skylar Xu","Test Engineer","Engineering","Research & Development","Female","Asian",60,"1997-10-16",72806,0,"China","Chongqing",NULL
"E02256","Eloise Williams","Vice President","Sales","Specialty Products","Female","Black",42,"2019-02-12",92368,36,"United States","Austin",NULL
"E02257","Jackson Maldonado","Cloud Infrastructure Architect","It","Manufacturing","Male","Latino",52,"2008-05-01",63444,0,"United States","Miami",NULL
"E02258","Christian Harris","Engineering Manager","Engineering","Specialty Products","Male","Caucasian",50,"1999-02-21",96099,11,"United States","Chicago",NULL
"E02259","Penelope Santos","It Systems Architect","It","Manufacturing","Female","Latino",37,"2009-03-01",92849,0,"United States","Chicago",NULL
"E02260","Nicholas Zhou","Sr. Account Representative","Sales","Manufacturing","Male","Asian",58,"2014-10-28",85094,0,"China","Chengdu",NULL
"E02261","Ayla Garza","Sr. Manager","Marketing","Corporate","Female","Latino",39,"2017-06-15",156224,14,"Brazil","Manaus",NULL
"E02262","Carson Mai","Vice President","Accounting","Corporate","Male","Asian",50,"1996-04-15",92368,36,"United States","Columbus","1996-05-16"
"E02263","Luna Lu","Analyst Ii","Marketing","Research & Development","Female","Asian",51,"2007-03-06",50214,0,"China","Beijing",NULL
"E02264","Anthony Ho","Sr. Analyst","Marketing","Specialty Products","Male","Asian",31,"2015-01-11",79713,0,"China","Beijing",NULL
"E02265","Clara Lopez","Director","It","Research & Development","Female","Latino",52,"1999-08-09",166699,27,"Brazil","Sao Paulo",NULL
"E02266","Melody Woods","Network Administrator","It","Research & Development","Female","Caucasian",63,"2010-12-20",78788,0,"United States","Seattle",NULL
"E02267","Matthew Simmons","Sr. Manager","Accounting","Research & Development","Male","Black",28,"2022-12-19",142797,10,"United States","Seattle",NULL
"E02268","Gabriella Carrillo","Vice President","Finance","Research & Development","Female","Latino",39,"2012-07-16",187516,35,"Brazil","Sao Paulo",NULL
"E02269","Lydia Juarez","Director","Finance","Specialty Products","Female","Latino",36,"2013-09-21",156029,15,"United States","Columbus",NULL
"E02270","Ava Carrillo","Sr. Manager","Accounting","Specialty Products","Female","Latino",63,"1999-01-01",149582,14,"United States","Seattle","2021-03-03"
"E02271","Elena Sharma","Director","Marketing","Corporate","Female","Asian",47,"2014-10-24",163922,21,"United States","Phoenix",NULL
"E02272","Julia Ahmed","Vice President","Accounting","Research & Development","Female","Asian",43,"2004-11-14",92368,37,"United States","Chicago",NULL
"E02273","Iris Vo","Manager","Human Resources","Specialty Products","Female","Asian",39,"2018-09-27",128497,7,"China","Chengdu",NULL
"E02274","Hunter Yi","Automation Engineer","Engineering","Corporate","Male","Asian",55,"2015-05-10",121976,0,"China","Chongqing",NULL
"E02275","Valentina Oh","Sr. Manager","Sales","Corporate","Female","Asian",32,"2022-07-12",126464,15,"United States","Miami",NULL
"E02276","Kinsley Tran","Vice President","Accounting","Manufacturing","Female","Asian",53,"2005-09-05",92368,33,"China","Chengdu",NULL
"E02277","Christian Hong","Sr. Analyst","Finance","Manufacturing","Male","Asian",59,"2008-01-16",81829,0,"China","Chongqing",NULL
"E02278","Amelia Mehta","Director","Human Resources","Corporate","Female","Asian",26,"2022-04-21",193971,22,"United States","Chicago",NULL
"E02279","Axel Leung","Business Partner","Human Resources","Corporate","Male","Asian",55,"2001-08-17",47696,0,"United States","Seattle",NULL
"E02280","Lucas Lam","Manager","Accounting","Specialty Products","Male","Asian",34,"2013-07-17",116676,10,"China","Chengdu",NULL
"E02281","Jose Thompson","Manager","Marketing","Corporate","Male","Caucasian",45,"2012-04-05",104162,9,"United States","Austin",NULL
"E02282","Wesley Duong","Sr. Business Partner","Human Resources","Specialty Products","Male","Asian",29,"2022-04-14",86226,0,"United States","Seattle",NULL
"E02283","Adeline Maldonado","Director","Marketing","Specialty Products","Female","Latino",45,"2011-05-30",172206,29,"Brazil","Sao Paulo",NULL
"E02284","Elias Diaz","Hris Analyst","Human Resources","Specialty Products","Male","Latino",34,"2012-04-06",55985,0,"United States","Seattle",NULL
"E02285","Wyatt Aguilar","Technical Architect","It","Corporate","Male","Latino",26,"2021-06-06",61481,0,"United States","Miami",NULL
"E02286","Josephine Espinoza","Manager","Sales","Research & Development","Female","Latino",30,"2017-11-26",124295,7,"Brazil","Manaus",NULL
"E02287","Adeline Lai","Sr. Manager","Sales","Research & Development","Female","Asian",55,"1999-02-08",132894,15,"United States","Chicago",NULL
"E02288","Christopher Vu","Computer Systems Manager","It","Corporate","Male","Asian",47,"2002-03-16",88839,5,"United States","Phoenix","2014-10-28"
"E02289","Kai Vega","Automation Engineer","Engineering","Manufacturing","Male","Latino",51,"2005-06-16",78107,0,"Brazil","Manaus",NULL
"E02290","Hailey Chin","Sr. Manager","It","Corporate","Female","Asian",54,"1993-07-10",135642,10,"China","Beijing",NULL
"E02291","Eleanor Xi","Sr. Manager","Sales","Corporate","Female","Asian",64,"1997-01-10",147853,11,"United States","Austin",NULL
"E02292","Lily Molina","Manager","It","Manufacturing","Female","Latino",40,"2009-09-15",125900,7,"United States","Seattle","2018-04-16"
"E02293","Levi Vasquez","It Coordinator","It","Manufacturing","Male","Latino",27,"2020-02-10",42969,0,"United States","Phoenix",NULL
"E02294","Elijah Washington","Vice President","Marketing","Manufacturing","Male","Caucasian",47,"2022-02-13",92368,40,"United States","Seattle",NULL
"E02295","Gianna Park","Vice President","Accounting","Specialty Products","Female","Asian",28,"2020-12-19",199406,38,"China","Chengdu",NULL
"E02296","Melody Leung","Vice President","Human Resources","Research & Development","Female","Asian",35,"2015-03-20",182436,37,"United States","Austin",NULL
"E02297","Liliana Valdez","Computer Systems Manager","It","Corporate","Female","Latino",59,"1996-10-01",96507,9,"United States","Seattle",NULL
"E02298","Ezekiel Kumar","Field Engineer","Engineering","Manufacturing","Male","Asian",33,"2015-11-19",82906,0,"China","Chengdu","2016-10-11"
"E02299","Ruby Rahman","Business Partner","Human Resources","Manufacturing","Female","Asian",62,"2005-12-05",41616,0,"United States","Seattle",NULL
"E02300","Natalie Stewart","Network Engineer","It","Corporate","Female","Caucasian",50,"2003-06-30",92344,0,"United States","Phoenix","2022-01-26"
"E02301","Charlotte Lim","Vice President","Accounting","Manufacturing","Female","Asian",55,"2006-06-27",196614,37,"United States","Chicago",NULL
"E02302","Elena Campos","Manager","It","Research & Development","Female","Latino",47,"2022-02-06",104253,9,"United States","Seattle",NULL
"E02303","Vivian Lim","It Coordinator","It","Specialty Products","Female","Asian",34,"2021-01-22",44677,0,"China","Chongqing",NULL
"E02304","Madison Xu","Network Engineer","It","Research & Development","Female","Asian",39,"2017-12-13",66463,0,"China","Chongqing",NULL
"E02305","Ava Aguilar","Business Partner","Human Resources","Corporate","Female","Latino",35,"2015-12-17",53285,0,"United States","Columbus",NULL
"E02306","Kayden Patel","Development Engineer","Engineering","Research & Development","Male","Asian",54,"1997-03-22",67683,0,"China","Beijing",NULL
"E02307","Penelope Desai","Vice President","Finance","Manufacturing","Female","Asian",41,"2018-10-29",92368,38,"China","Shanghai",NULL
"E02308","Henry Vang","Director","Sales","Corporate","Male","Asian",37,"2019-06-21",173630,24,"China","Chongqing",NULL
"E02309","Eliana Turner","Sr. Analyst","Finance","Research & Development","Female","Black",29,"2020-01-27",98992,0,"United States","Miami",NULL
"E02310","Charlotte Tran","Vice President","It","Corporate","Female","Asian",64,"2017-04-11",92368,39,"United States","Austin",NULL
"E02311","Everly Coleman","Sr. Manager","Sales","Corporate","Female","Caucasian",54,"2011-08-14",158403,14,"United States","Seattle","2019-08-02"
"E02312","Matthew Harris","Sr. Manager","Accounting","Corporate","Male","Caucasian",36,"2021-03-27",156085,12,"United States","Miami",NULL
"E02313","Emilia Barnes","Enterprise Architect","It","Specialty Products","Female","Black",54,"2013-04-18",80129,0,"United States","Miami",NULL
"E02314","Sophie Griffin","Account Representative","Sales","Research & Development","Female","Caucasian",56,"2017-01-09",60517,0,"United States","Columbus",NULL
"E02315","Kai Phillips","Test Engineer","Engineering","Research & Development","Male","Caucasian",48,"2016-12-13",72315,0,"United States","Austin","2017-05-20"
"E02316","Dylan Khan","Director","Human Resources","Manufacturing","Male","Asian",35,"2015-07-11",153815,19,"United States","Miami","2016-05-31"
"E02317","Nevaeh Clark","Sr. Manager","Marketing","Specialty Products","Female","Black",32,"2018-08-16",139552,15,"United States","Miami",NULL
"E02318","Carter Luu","Vice President","Marketing","Corporate","Male","Asian",25,"2022-10-20",92368,35,"United States","Austin",NULL
"E02319","Jordan Ngo","Sr. Analyst","Finance","Manufacturing","Male","Asian",26,"2020-05-04",91372,0,"United States","Miami",NULL
"E02320","Jackson Hu","Sr. Business Partner","Human Resources","Corporate","Male","Asian",53,"2017-06-05",73601,0,"China","Chengdu",NULL
"E02321","Madelyn Kang","It Systems Architect","It","Corporate","Female","Asian",37,"2013-04-29",71871,0,"China","Chengdu",NULL
"E02322","Everleigh Bell","Sr. Account Representative","Sales","Specialty Products","Female","Caucasian",31,"2016-02-07",84925,0,"United States","Austin",NULL
"E02323","Eliana Trinh","Sr. Manager","It","Manufacturing","Female","Asian",47,"2010-01-07",155600,14,"China","Chongqing",NULL
"E02324","Oliver Ford","Manager","Sales","Research & Development","Male","Black",32,"2018-12-15",101564,6,"United States","Austin",NULL
"E02325","Ryan Huang","Controls Engineer","Engineering","Research & Development","Male","Asian",40,"2009-10-12",80150,0,"United States","Phoenix",NULL
"E02326","Gabriel Ahmed","Hris Analyst","Human Resources","Corporate","Male","Asian",65,"2021-10-09",73996,0,"China","Chengdu","2022-09-04"
"E02327","Ivy Rios","Network Architect","It","Manufacturing","Female","Latino",25,"2022-01-18",90109,0,"United States","Seattle",NULL
"E02328","Luca Hunter","Field Engineer","Engineering","Corporate","Male","Caucasian",39,"2022-06-27",67216,0,"United States","Phoenix",NULL
"E02329","Claire Owens","Network Engineer","It","Research & Development","Female","Caucasian",52,"1998-06-07",75402,0,"United States","Phoenix",NULL
"E02330","Aubrey Maldonado","Automation Engineer","Engineering","Manufacturing","Female","Latino",38,"2022-06-13",120795,0,"Brazil","Sao Paulo",NULL
"E02331","Elias Vasquez","Systems Analyst","It","Specialty Products","Male","Latino",33,"2015-07-27",44012,0,"Brazil","Manaus",NULL
"E02332","Melody Luu","Vice President","Finance","Research & Development","Female","Asian",28,"2021-04-03",92368,33,"China","Chongqing",NULL
"E02333","Christopher Luu","Vice President","Engineering","Research & Development","Male","Asian",61,"2005-10-27",92368,32,"United States","Austin",NULL
"E02334","James Han","Test Engineer","Engineering","Specialty Products","Male","Asian",32,"2018-01-07",97496,0,"United States","Miami",NULL
"E02335","Jaxson Ayala","Vice President","Human Resources","Research & Development","Male","Latino",28,"2020-08-01",92368,38,"Brazil","Manaus",NULL
"E02336","Levi James","Manager","It","Specialty Products","Male","Caucasian",39,"2012-03-02",103466,5,"United States","Chicago",NULL
"E02337","Grayson Carrillo","Sr. Analyst","Accounting","Corporate","Male","Latino",57,"2001-06-27",74662,0,"Brazil","Sao Paulo",NULL
"E02338","Maverick Hwang","Vice President","Human Resources","Research & Development","Male","Asian",40,"2015-04-20",92368,33,"United States","Chicago",NULL
"E02339","Noah Truong","Vice President","Sales","Manufacturing","Male","Asian",47,"2013-12-08",92368,39,"China","Beijing",NULL
"E02340","Willow Guzman","Enterprise Architect","It","Manufacturing","Female","Latino",43,"2010-06-26",85164,0,"Brazil","Sao Paulo",NULL
"E02341","Rylee Howard","Sr. Manager","Finance","Manufacturing","Female","Black",33,"2014-08-18",135215,12,"United States","Miami",NULL
"E02342","Ian Marquez","Hris Analyst","Human Resources","Corporate","Male","Latino",31,"2019-01-14",72542,0,"United States","Chicago",NULL
"E02343","Layla Owens","Vice President","It","Research & Development","Female","Caucasian",47,"2018-02-07",92368,34,"United States","Columbus",NULL
"E02344","Chloe Dixon","Vice President","Engineering","Corporate","Female","Caucasian",60,"2021-05-11",186400,40,"United States","Chicago",NULL
"E02345","Emily Zheng","Solutions Architect","It","Corporate","Female","Asian",50,"2022-12-06",91004,0,"China","Shanghai",NULL
"E02346","Jayden Rogers","Manager","Sales","Research & Development","Male","Caucasian",41,"2016-12-14",101411,8,"United States","Seattle",NULL
"E02347","Elizabeth Vasquez","Controls Engineer","Engineering","Specialty Products","Female","Latino",28,"2020-08-09",111779,0,"United States","Chicago",NULL
"E02348","Samantha Ford","Technical Architect","It","Manufacturing","Female","Caucasian",25,"2022-01-19",86075,0,"United States","Miami",NULL
"E02349","Thomas Silva","Analyst","Finance","Specialty Products","Male","Latino",45,"2015-08-13",52798,0,"United States","Miami","2018-01-30"
"E02350","Charlotte Park","Network Architect","It","Specialty Products","Female","Asian",63,"2020-12-17",96136,0,"China","Shanghai",NULL
"E02351","Liam Jimenez","Sr. Analyst","Marketing","Research & Development","Male","Latino",52,"2002-08-11",95682,0,"United States","Seattle","2012-05-17"
"E02352","Ivy Liu","Analyst Ii","Marketing","Manufacturing","Female","Asian",59,"1993-05-29",55476,0,"China","Chongqing",NULL
"E02353","Jayden Dixon","Vice President","Finance","Manufacturing","Male","Caucasian",30,"2018-01-14",197792,34,"United States","Austin",NULL
"E02354","Nevaeh Butler","Field Engineer","Engineering","Research & Development","Female","Caucasian",55,"2009-07-10",82271,0,"United States","Chicago",NULL
"E02355","Leonardo Li","Sr. Manager","Accounting","Specialty Products","Male","Asian",65,"2009-04-23",155716,12,"United States","Seattle",NULL
"E02356","Kinsley Woods","Hris Analyst","Human Resources","Corporate","Female","Caucasian",34,"2014-06-19",71699,0,"United States","Phoenix",NULL
"E02357","Abigail Chu","Sr. Manager","Human Resources","Manufacturing","Female","Asian",51,"2006-04-17",147436,11,"United States","Austin",NULL
"E02358","Ava Xiong","Sr. Business Partner","Human Resources","Manufacturing","Female","Asian",52,"2019-07-21",88220,0,"China","Shanghai",NULL
"E02359","Olivia Marquez","Account Representative","Sales","Specialty Products","Female","Latino",44,"2020-04-06",54295,0,"United States","Columbus",NULL
"E02360","Claire Vazquez","Vice President","Human Resources","Corporate","Female","Latino",44,"2004-06-12",92368,35,"United States","Miami",NULL
"E02361","Christian Castro","It Coordinator","It","Specialty Products","Male","Latino",40,"2006-04-15",43645,0,"United States","Austin","2008-05-09"
"E02362","Mason Oh","Manager","Human Resources","Manufacturing","Male","Asian",25,"2022-04-11",125644,7,"United States","Seattle",NULL
"E02363","Violet Santiago","Service Desk Analyst","It","Research & Development","Female","Latino",32,"2018-01-14",78414,0,"United States","Seattle",NULL
"E02364","Lily Rios","Sr. Analyst","Marketing","Specialty Products","Female","Latino",45,"2013-01-25",88016,0,"Brazil","Rio De Janeiro",NULL
"E02365","Kinsley Stewart","Computer Systems Manager","It","Corporate","Female","Caucasian",56,"2021-09-07",66561,6,"United States","Chicago",NULL
"E02366","Aria Molina","Development Engineer","Engineering","Research & Development","Female","Latino",52,"2001-10-24",89811,0,"Brazil","Rio De Janeiro","2022-08-20"
"E02367","James Cheng","Manager","It","Manufacturing","Male","Asian",49,"2010-05-26",125506,9,"United States","Seattle",NULL
"E02368","Mila Vang","Analyst Ii","Finance","Manufacturing","Female","Asian",46,"2009-08-25",56409,0,"United States","Columbus",NULL
"E02369","Alice Liu","Sr. Manager","Sales","Research & Development","Female","Asian",39,"2012-02-22",122058,14,"China","Beijing",NULL
"E02370","Delilah Gonzalez","Sr. Analyst","Sales","Manufacturing","Female","Latino",55,"1998-03-29",82550,0,"United States","Chicago",NULL
"E02371","Samuel Tang","System Administrator ","It","Manufacturing","Male","Asian",34,"2012-09-15",93760,0,"United States","Miami",NULL
"E02372","Serenity Gray","Analyst","Sales","Research & Development","Female","Black",56,"2012-06-19",55008,0,"United States","Austin",NULL
"E02373","Benjamin Estrada","Analyst Ii","Marketing","Research & Development","Male","Latino",56,"2012-09-28",65368,0,"United States","Seattle",NULL
"E02374","Wesley Han","Test Engineer","Engineering","Research & Development","Male","Asian",62,"2017-04-20",83955,0,"United States","Phoenix",NULL
"E02375","Nora Herrera","Vice President","Marketing","Specialty Products","Female","Latino",60,"1997-12-24",92368,38,"United States","Austin",NULL
"E02376","Lincoln Harris","It Systems Architect","It","Manufacturing","Male","Caucasian",42,"2009-09-16",97628,0,"United States","Phoenix",NULL
"E02377","Charles Gonzales","It Systems Architect","It","Manufacturing","Male","Latino",27,"2020-09-22",88142,0,"United States","Columbus",NULL
"E02378","Athena Cheng","Test Engineer","Engineering","Corporate","Female","Asian",37,"2020-03-02",83465,0,"China","Beijing",NULL
"E02379","David Garza","Director","It","Manufacturing","Male","Latino",29,"2022-01-09",197731,15,"United States","Seattle",NULL
"E02380","Hunter Doan","Sr. Manager","Accounting","Research & Development","Male","Asian",32,"2014-12-15",151758,12,"China","Beijing",NULL
"E02381","Julian Lam","Director","Finance","Research & Development","Male","Asian",33,"2013-09-08",164340,15,"United States","Chicago",NULL
"E02382","Sofia Estrada","Controls Engineer","Engineering","Specialty Products","Female","Latino",42,"2006-03-26",104916,0,"Brazil","Manaus",NULL
"E02383","Jordan Chen","Analyst","Finance","Specialty Products","Male","Asian",60,"1997-01-22",42536,0,"United States","Columbus",NULL
"E02384","Eloise Huang","Vice President","Finance","Research & Development","Female","Asian",51,"2009-04-05",195171,33,"United States","Seattle",NULL
"E02385","Ivy Mehta","Business Partner","Human Resources","Manufacturing","Female","Asian",50,"2020-05-26",45290,0,"China","Chongqing","2021-08-04"
"E02386","Eli Castillo","Vice President","Finance","Specialty Products","Male","Latino",50,"2009-12-11",92368,38,"United States","Seattle",NULL
"E02387","Nolan Garcia","Analyst Ii","Sales","Specialty Products","Male","Latino",26,"2022-06-16",66865,0,"Brazil","Rio De Janeiro",NULL
"E02388","Alexander Zhu","Network Architect","It","Corporate","Male","Asian",30,"2022-10-17",89164,0,"United States","Phoenix",NULL
"E02389","Victoria Wu","Sr. Analyst","Sales","Manufacturing","Female","Asian",35,"2021-10-28",75602,0,"United States","Miami",NULL
"E02390","Mateo Jordan","Network Administrator","It","Specialty Products","Male","Caucasian",44,"2021-02-13",92939,0,"United States","Austin",NULL
"E02391","Everly Martin","Analyst Ii","Marketing","Specialty Products","Female","Black",26,"2020-05-28",64278,0,"United States","Columbus",NULL
"E02392","Athena Castro","Solutions Architect","It","Research & Development","Female","Latino",44,"2013-10-04",72176,0,"Brazil","Rio De Janeiro",NULL
"E02393","Josephine White","Computer Systems Manager","It","Corporate","Female","Caucasian",61,"2010-02-05",87758,9,"United States","Seattle",NULL
"E02394","Nicholas Vo","Analyst Ii","Accounting","Corporate","Male","Asian",50,"2002-06-01",54646,0,"United States","Seattle",NULL
"E02395","Jackson Sandoval","Hris Analyst","Human Resources","Corporate","Male","Latino",61,"2011-01-26",73323,0,"United States","Austin",NULL
"E02396","Olivia Turner","Director","Marketing","Specialty Products","Female","Caucasian",29,"2021-01-07",151492,21,"United States","Columbus",NULL
"E02397","Cooper Rivera","Sr. Manager","Finance","Corporate","Male","Latino",42,"2005-12-26",138215,12,"Brazil","Manaus",NULL
"E02398","Hailey Washington","Sr. Manager","Finance","Specialty Products","Female","Black",51,"2013-07-03",135578,10,"United States","Miami","2018-07-06"
"E02399","Mia Vasquez","Test Engineer","Engineering","Research & Development","Female","Latino",27,"2019-12-02",64297,0,"Brazil","Manaus",NULL
"E02400","Jose Grant","Development Engineer","Engineering","Corporate","Male","Caucasian",52,"2021-06-28",94857,0,"United States","Miami","2023-02-12"
"E02401","Nathan Yee","Development Engineer","Engineering","Research & Development","Male","Asian",58,"2009-10-24",77196,0,"United States","Austin",NULL
"E02402","Isabella Munoz","Director","Sales","Research & Development","Female","Latino",45,"2002-12-25",193154,18,"Brazil","Sao Paulo",NULL
"E02403","Michael Turner","Manager","Human Resources","Specialty Products","Male","Black",28,"2019-12-29",115916,9,"United States","Chicago",NULL
"E02404","Oliver Jones","Vice President","Accounting","Manufacturing","Male","Caucasian",56,"2016-03-20",192374,30,"United States","Chicago",NULL
"E02405","Charles Taylor","Director","Human Resources","Specialty Products","Male","Caucasian",32,"2019-07-15",186869,16,"United States","Miami",NULL
"E02406","Gianna Alvarez","Business Partner","Human Resources","Manufacturing","Female","Latino",58,"1993-05-11",49293,0,"United States","Columbus",NULL
"E02407","Nova Martin","Manager","Human Resources","Research & Development","Female","Caucasian",39,"2013-04-13",129087,5,"United States","Seattle",NULL
"E02408","Julia Gonzalez","Analyst","Finance","Research & Development","Female","Latino",46,"2005-02-15",54831,0,"Brazil","Sao Paulo",NULL
"E02409","Athena Vu","Analyst","Marketing","Specialty Products","Female","Asian",26,"2020-11-28",51825,0,"United States","Phoenix",NULL
"E02410","Caroline Bui","Field Engineer","Engineering","Manufacturing","Female","Asian",36,"2019-09-15",67457,0,"China","Shanghai",NULL
"E02411","Daniel Ali","Cloud Infrastructure Architect","It","Corporate","Male","Asian",43,"2019-09-28",94555,0,"United States","Austin",NULL
"E02412","Iris Huang","Director","Human Resources","Corporate","Female","Asian",45,"2008-03-28",163686,25,"China","Chengdu",NULL
"E02413","Natalia Cheng","Systems Analyst","It","Corporate","Female","Asian",65,"2002-07-29",47919,0,"China","Beijing",NULL
"E02414","Owen Evans","Enterprise Architect","It","Manufacturing","Male","Caucasian",34,"2021-05-28",68972,0,"United States","Austin","2022-10-29"
"E02415","Angel Dixon","Analyst","Sales","Manufacturing","Male","Caucasian",52,"2002-04-01",50775,0,"United States","Seattle",NULL
"E02416","Aubrey Guerrero","Sr. Manager","Marketing","Corporate","Female","Latino",39,"2013-02-12",122713,13,"Brazil","Sao Paulo",NULL
"E02417","Ivy Do","Analyst Ii","Accounting","Corporate","Female","Asian",57,"1993-05-13",57230,0,"United States","Austin",NULL
"E02418","Kai Gutierrez","Sr. Manager","Marketing","Specialty Products","Male","Latino",63,"1997-12-17",148794,10,"Brazil","Manaus",NULL
"E02419","Caroline Ahmed","Sr. Manager","Marketing","Research & Development","Female","Asian",32,"2016-12-23",155884,13,"United States","Miami",NULL
